scenario,category,relation,dataset,model,N,M,P,time_before,time_after
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac4_ev,bart,12,12,144,1872.418,567.6613714410289
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac4_ev,bert,12,12,144,2028.382,567.0040090538264
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac4_ev,distilbert,12,12,144,1965.526,543.9877314431817
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac4_ev,minilm,12,12,144,490.279,175.30965614774823
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac4_ev,roberta,12,12,144,2230.633,631.1809527618734
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,albert,12,12,144,1861.493,484.6170782346576
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,bart,12,12,144,1812.903,548.2247233084142
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,bert,12,12,144,2036.239,567.8535501006395
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,distilbert,12,12,144,2004.481,555.0061067783683
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,minilm,12,12,144,466.441,165.10271994991598
s_s_bis,OpenData,Joinable,miller2_both_50_70_ac5_ev,roberta,12,12,144,2322.013,647.8932186772226
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,albert,12,12,144,1925.003,491.27938673968606
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,bart,12,12,144,1990.517,616.4569393983186
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,bert,12,12,144,2088.202,577.5537264686527
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,distilbert,12,12,144,1815.602,500.06179447476575
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,minilm,12,12,144,487.771,179.64479273213448
s_s_bis,OpenData,Joinable,miller2_both_50_70_ec_ev,roberta,12,12,144,2133.783,603.582709400162
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,albert,12,12,144,709.414,172.68756445044278
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,bart,12,12,144,677.868,196.30193180333083
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,bert,12,12,144,837.197,218.8034241975546
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,distilbert,12,12,144,776.584,203.14626496398444
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,minilm,12,12,144,175.216,59.65506273692847
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac1_ev,roberta,12,12,144,849.445,231.23834355378528
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,albert,12,12,144,746.173,183.7345403931588
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,bart,12,12,144,689.301,200.10691488629584
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,bert,12,12,144,779.28,201.64596701573578
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,distilbert,12,12,144,723.891,188.0548428866863
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,minilm,12,12,144,163.209,56.53532950879634
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac2_ev,roberta,12,12,144,791.279,213.8551857703328
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,albert,12,12,144,745.033,182.25040204654636
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,bart,12,12,144,661.522,191.32413453061884
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,bert,12,12,144,797.58,209.55150844521825
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,distilbert,12,12,144,746.206,192.11996934352817
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,minilm,12,12,144,174.024,59.078331708699466
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac3_ev,roberta,12,12,144,908.256,242.8210373343378
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,albert,12,12,144,746.876,185.70401166176794
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,bart,12,12,144,680.087,195.16247385990619
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,bert,12,12,144,805.329,212.45821604700382
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,distilbert,12,12,144,787.195,204.78108870115136
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,minilm,12,12,144,175.5,60.032400876283646
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac4_ev,roberta,12,12,144,830.31,225.42090637976298
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,albert,12,12,144,765.813,190.8028101389408
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,bart,12,12,144,727.25,208.6639576740563
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,bert,12,12,144,773.224,204.1419148767144
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,distilbert,12,12,144,765.543,199.22569532546402
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,minilm,12,12,144,178.469,60.75609576465189
s_s_bis,OpenData,Joinable,miller2_vertical_1_ac5_ev,roberta,12,12,144,823.157,222.5702027830929
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,albert,12,12,144,739.695,181.0047725976259
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,bart,12,12,144,698.062,202.57875604470075
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,bert,12,12,144,742.676,193.21498774087434
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,distilbert,12,12,144,666.745,173.76782827161253
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,minilm,12,12,144,179.312,61.49696141023935
s_s_bis,OpenData,Joinable,miller2_vertical_1_ec_ev,roberta,12,12,144,807.086,219.6234100059271
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,albert,12,12,144,1133.87,285.27216242708255
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,bart,12,12,144,1099.275,325.750574143231
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,bert,12,12,144,1190.77,320.4964304962009
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,distilbert,12,12,144,1178.258,317.0369889276028
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,minilm,12,12,144,277.064,96.01432860524955
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac1_ev,roberta,12,12,144,1274.516,354.85699461138256
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,albert,12,12,144,1092.952,278.99408933748305
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,bart,12,12,144,1107.861,330.23549307739745
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,bert,12,12,144,1204.523,322.9225347390882
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,distilbert,12,12,144,1130.183,302.12023543174564
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,minilm,12,12,144,264.95,94.18460775148122
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac2_ev,roberta,12,12,144,1228.897,338.305569343388
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,albert,12,12,144,1305.178,328.8246835457833
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,bart,12,12,144,1071.768,319.70826986509564
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,bert,12,12,144,1148.146,309.4112372475713
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,distilbert,12,12,144,1172.334,313.0609301898778
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,minilm,12,12,144,284.031,98.65160936819763
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac3_ev,roberta,12,12,144,1394.265,379.77264253363023
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,albert,12,12,144,1072.789,271.6682486730963
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,bart,12,12,144,1080.881,318.99372159963855
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,bert,12,12,144,1178.291,318.47430331332976
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,distilbert,12,12,144,1176.552,316.7844214261024
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,minilm,12,12,144,276.046,96.29155351026355
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac4_ev,roberta,12,12,144,1266.973,354.1594927951246
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,albert,12,12,144,1217.806,312.50910990139846
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,bart,12,12,144,1122.305,332.64365346759564
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,bert,12,12,144,1215.017,331.06697760057455
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,distilbert,12,12,144,1208.198,324.9309319678248
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,minilm,12,12,144,293.479,102.08490240731834
s_s_bis,OpenData,Joinable,miller2_vertical_30_ac5_ev,roberta,12,12,144,1426.644,390.03412225158513
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,albert,12,12,144,1085.622,272.2929624007345
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,bart,12,12,144,1077.243,327.1961948883086
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,bert,12,12,144,1182.476,317.746214861259
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,distilbert,12,12,144,1078.235,289.5218330627679
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,minilm,12,12,144,309.958,110.73248712196204
s_s_bis,OpenData,Joinable,miller2_vertical_30_ec_ev,roberta,12,12,144,1370.406,380.448491229251
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,albert,12,12,144,1436.767,367.44827888627356
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,bart,12,12,144,1350.943,409.62478811250253
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,bert,12,12,144,1595.292,436.3240627540349
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,distilbert,12,12,144,1583.65,433.0829873714597
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,minilm,12,12,144,374.911,131.97935807859898
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac1_ev,roberta,12,12,144,1591.054,449.43969417223343
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,albert,12,12,144,1522.246,397.2523974726946
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,bart,12,12,144,1420.162,433.7679058532119
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,bert,12,12,144,1547.709,419.5775848470778
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,distilbert,12,12,144,1471.366,400.1810882311165
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,minilm,12,12,144,372.54,131.98994656927886
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac2_ev,roberta,12,12,144,1739.556,484.8415753283948
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,albert,12,12,144,1663.143,425.97935400002825
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,bart,12,12,144,1470.479,444.62960001611714
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,bert,12,12,144,1508.177,413.0706753757297
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,distilbert,12,12,144,1606.888,436.27360583256177
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,minilm,12,12,144,380.552,133.56907191206517
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac3_ev,roberta,12,12,144,1895.0,520.3495562821627
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,albert,12,12,144,1485.47,380.0480737642199
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,bart,12,12,144,1458.825,436.5423089003191
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,bert,12,12,144,1632.37,447.41998032329593
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,distilbert,12,12,144,1533.902,418.86502734129135
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,minilm,12,12,144,332.988,118.84623363810778
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac4_ev,roberta,12,12,144,1672.142,470.6367561435402
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,albert,12,12,144,1588.623,410.90369915063684
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,bart,12,12,144,1433.911,430.6488986794502
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,bert,12,12,144,1587.797,439.9042178781033
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,distilbert,12,12,144,1571.421,429.7667565568388
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,minilm,12,12,144,354.178,125.48390006150305
s_s_bis,OpenData,Joinable,miller2_vertical_50_ac5_ev,roberta,12,12,144,1732.901,478.8958276914657
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,albert,12,12,144,1517.44,383.99607676878577
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,bart,12,12,144,1514.769,468.03943583616615
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,bert,12,12,144,1577.014,432.90581344397356
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,distilbert,12,12,144,1547.599,421.79564774322876
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,minilm,12,12,144,375.417,138.43506261762974
s_s_bis,OpenData,Joinable,miller2_vertical_50_ec_ev,roberta,12,12,144,1694.687,479.55734861557175
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,albert,12,12,144,1806.158,467.14044158923616
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,bart,12,12,144,1942.851,585.4883460348697
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,bert,12,12,144,1889.804,525.8579604835213
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,distilbert,12,12,144,1997.653,550.7680186304003
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,minilm,12,12,144,473.416,167.69663503280282
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac1_ev,roberta,12,12,144,2191.004,622.2463197682946
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,albert,12,12,144,1908.55,499.8748399030417
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,bart,12,12,144,1925.674,587.7997182434201
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,bert,12,12,144,1894.969,521.7852282779813
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,distilbert,12,12,144,1743.535,480.96642961524435
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,minilm,12,12,144,469.832,167.10925617215037
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac2_ev,roberta,12,12,144,2074.236,579.3764974479227
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,albert,12,12,144,2011.744,520.5371345868855
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,bart,12,12,144,1717.175,529.2395036194473
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,bert,12,12,144,2073.522,576.045086243309
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,distilbert,12,12,144,2021.42,556.3217279744149
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,minilm,12,12,144,482.145,170.7878957316093
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac3_ev,roberta,12,12,144,2337.566,646.7672067213653
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,albert,12,12,144,1894.826,492.5922268318236
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,bart,12,12,144,1862.374,563.3120607479252
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,bert,12,12,144,1914.298,531.8148521273881
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,distilbert,12,12,144,1984.142,548.8019349509925
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,minilm,12,12,144,480.343,170.3033254166432
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac4_ev,roberta,12,12,144,2164.777,610.551514714256
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,albert,12,12,144,1951.911,509.88809477134055
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,bart,12,12,144,1887.129,569.1075428922622
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,bert,12,12,144,1945.657,543.4630953933745
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,distilbert,12,12,144,1992.178,550.6186237173827
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,minilm,12,12,144,428.359,154.36161695869265
s_s_bis,OpenData,Joinable,miller2_vertical_70_ac5_ev,roberta,12,12,144,2415.463,670.5101104662867
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,albert,12,12,144,1806.702,456.1740386881381
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,bart,12,12,144,1855.268,579.1931420330257
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,bert,12,12,144,1861.804,519.0705203376674
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,distilbert,12,12,144,1848.151,509.2636984544099
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,minilm,12,12,144,511.196,187.14298170758786
s_s_bis,OpenData,Joinable,miller2_vertical_70_ec_ev,roberta,12,12,144,2155.28,611.9511216811093
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,albert,12,12,144,698.917,170.54179808926585
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,bart,12,12,144,673.37,195.60204515874386
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,bert,12,12,144,788.501,206.30168459175525
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,distilbert,12,12,144,777.586,203.1688401055187
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,minilm,12,12,144,181.108,61.67518759797514
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac1_av,roberta,12,12,144,829.694,226.56472429992255
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,albert,12,12,144,766.088,187.93130134466287
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,bart,12,12,144,681.566,198.2944343224019
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,bert,12,12,144,799.708,208.0444679701626
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,distilbert,12,12,144,723.766,188.81831095105406
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,minilm,12,12,144,177.99,61.00970423199237
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac2_av,roberta,12,12,144,769.202,206.976791944772
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,albert,12,12,144,799.216,195.44815937800706
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,bart,12,12,144,660.898,190.87637911732497
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,bert,12,12,144,815.128,213.5509573849589
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,distilbert,12,12,144,729.965,186.75319999285045
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,minilm,12,12,144,183.69,62.045248432606456
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac3_av,roberta,12,12,144,903.365,241.70953525952996
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,albert,12,12,144,717.196,176.857123033613
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,bart,12,12,144,703.395,203.94394021525977
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,bert,12,12,144,775.704,203.7092438806742
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,distilbert,12,12,144,757.317,196.0055266341269
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,minilm,12,12,144,182.73,62.511844293233
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac4_av,roberta,12,12,144,810.947,220.9158186943531
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,albert,12,12,144,765.78,190.58395126529035
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,bart,12,12,144,735.347,211.0371800110936
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,bert,12,12,144,768.227,203.46659266394374
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,distilbert,12,12,144,720.163,188.07497958216072
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,minilm,12,12,144,177.625,60.55397464521229
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ac5_av,roberta,12,12,144,886.963,239.28836610588428
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,albert,12,12,144,756.394,184.9261571752429
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,bart,12,12,144,709.981,204.91948640844225
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,bert,12,12,144,720.13,187.39271081529557
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,distilbert,12,12,144,737.638,191.02084222828228
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,minilm,12,12,144,179.655,61.6645769315958
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_1_ec_av,roberta,12,12,144,814.156,221.5209958018213
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,albert,12,12,144,1113.171,280.2092900182158
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,bart,12,12,144,1114.399,329.29106951484073
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,bert,12,12,144,1236.768,334.03730872723463
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,distilbert,12,12,144,1159.822,310.9598698386251
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,minilm,12,12,144,283.653,99.1099099340588
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac1_av,roberta,12,12,144,1273.143,355.59667606915536
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,albert,12,12,144,1189.757,299.832655752793
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,bart,12,12,144,1028.538,306.0366637290567
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,bert,12,12,144,1160.588,311.19831609959897
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,distilbert,12,12,144,1124.949,302.4024901268781
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,minilm,12,12,144,263.281,92.49749155952037
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac2_av,roberta,12,12,144,1187.458,329.34990251007684
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,albert,12,12,144,1245.463,315.35632340471443
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,bart,12,12,144,1041.126,311.23319052329657
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,bert,12,12,144,1151.589,311.0474517106413
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,distilbert,12,12,144,1238.735,329.9583744058757
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,minilm,12,12,144,293.239,102.27586335496602
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac3_av,roberta,12,12,144,1444.119,391.84424489462367
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,albert,12,12,144,1118.224,285.2012726222872
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,bart,12,12,144,1101.429,328.2768473275901
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,bert,12,12,144,1179.885,318.0363803079724
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,distilbert,12,12,144,1187.538,315.9217299551815
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,minilm,12,12,144,293.831,103.19526125233995
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac4_av,roberta,12,12,144,1275.363,353.58125503185397
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,albert,12,12,144,1168.415,298.1515539036691
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,bart,12,12,144,1164.826,343.5453150017411
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,bert,12,12,144,1288.938,349.9381574214549
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,distilbert,12,12,144,1180.495,317.44242075540114
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,minilm,12,12,144,277.927,97.26421134252848
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ac5_av,roberta,12,12,144,1492.431,408.49153260527555
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,albert,12,12,144,1153.675,287.8044843908399
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,bart,12,12,144,1081.195,326.5427229252457
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,bert,12,12,144,1186.881,321.47577621503183
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,distilbert,12,12,144,1075.628,289.68529224160307
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,minilm,12,12,144,307.955,109.4080175514519
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_30_ec_av,roberta,12,12,144,1327.413,368.94917054224015
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,albert,12,12,144,1371.956,351.880539906904
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,bart,12,12,144,1538.242,459.93974659536775
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,bert,12,12,144,1581.311,432.71558976849906
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,distilbert,12,12,144,1573.037,430.79159925271574
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,minilm,12,12,144,361.806,126.58066312423347
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac1_av,roberta,12,12,144,1742.364,491.0368650876321
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac2_av,albert,12,12,144,1486.561,385.27763254313163
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac2_av,bart,12,12,144,1449.977,440.40537312445053
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac2_av,bert,12,12,144,1485.732,402.5591528109908
s_s_bis,OpenData,Semantically-Joinable,miller2_both_50_50_ac2_av,distilbert,12,12,144,1382.397,375.6202472132891
