scenario,category,relation,dataset,model,N,M,P,time_before,time_after
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_30_ac5_av,bart,12,12,144,233.631,63.771595845878096
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_30_ac5_av,bert,12,12,144,233.735,54.31664584077896
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_30_ac5_av,distilbert,12,12,144,247.368,54.52515688467025
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_30_ac5_av,minilm,12,12,144,59.131,22.44576111896336
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_30_ac5_av,roberta,12,12,144,279.093,68.51461257751285
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,albert,12,12,144,300.072,73.02025976900757
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,bart,12,12,144,297.932,82.76723794077338
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,bert,12,12,144,298.491,72.78572630657254
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,distilbert,12,12,144,316.402,73.53918130439519
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,minilm,12,12,144,80.982,31.731666737392544
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac1_av,roberta,12,12,144,367.583,92.07628218959275
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,albert,12,12,144,316.911,78.79532478159666
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,bart,12,12,144,304.562,85.47637116265298
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,bert,12,12,144,318.324,78.31281862126292
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,distilbert,12,12,144,310.522,73.84510936041175
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,minilm,12,12,144,79.969,31.510651044040912
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac3_av,roberta,12,12,144,343.316,86.24952338857946
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,albert,12,12,144,295.049,72.97782615467531
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,bart,12,12,144,325.193,91.19423423244803
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,bert,12,12,144,310.653,75.04117607797684
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,distilbert,12,12,144,305.16,70.94959272801879
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,minilm,12,12,144,79.562,31.115724581375716
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_50_ac5_av,roberta,12,12,144,360.014,91.27078009912373
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,albert,12,12,144,395.906,98.65796343194694
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,bart,12,12,144,386.337,109.87184857641157
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,bert,12,12,144,403.446,101.42343623517456
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,distilbert,12,12,144,415.867,100.55386161516236
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,minilm,12,12,144,101.785,40.8334838988632
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac1_av,roberta,12,12,144,468.197,120.3878137449064
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,albert,12,12,144,406.341,102.2521319221556
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,bart,12,12,144,381.227,107.761774929285
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,bert,12,12,144,398.272,97.41770546522736
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,distilbert,12,12,144,410.762,98.8259216452837
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,minilm,12,12,144,104.201,41.802883303374045
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac3_av,roberta,12,12,144,471.285,121.36105222985145
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,albert,12,12,144,388.669,96.93031155900655
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,bart,12,12,144,407.177,116.99695518319311
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,bert,12,12,144,413.409,101.54022767210006
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,distilbert,12,12,144,407.721,98.27270471966267
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,minilm,12,12,144,97.422,38.93834369976818
si_si2,ChEMBL,Semantically-Joinable,assays_vertical_70_ac5_av,roberta,12,12,144,474.46,122.6513170013576
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,albert,12,12,144,591.73,151.21676327802243
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,bart,12,12,144,514.499,146.45983958260717
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,bert,12,12,144,549.09,140.3680281417072
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,distilbert,12,12,144,559.151,140.9819013638645
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,minilm,12,12,144,134.001,55.218704737558966
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_ev,roberta,12,12,144,695.221,183.27426889827848
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,albert,12,12,144,548.123,139.02723904359345
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,bart,12,12,144,568.275,166.29706332236526
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,bert,12,12,144,522.21,133.47424741372473
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,distilbert,12,12,144,528.382,133.49717366766924
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,minilm,12,12,144,142.45,58.69408257752656
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_ev,roberta,12,12,144,599.578,158.10566409516332
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,albert,12,12,144,523.822,137.47601160297916
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,bart,12,12,144,531.811,156.06189126080278
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,bert,12,12,144,562.582,145.1970761805475
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,distilbert,12,12,144,558.409,140.97915786506235
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,minilm,12,12,144,140.389,57.706791091278205
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_ev,roberta,12,12,144,615.687,160.96440760147573
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,albert,12,12,144,524.703,136.4097926060408
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,bart,12,12,144,571.062,169.43936933864654
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,bert,12,12,144,533.968,137.80138570222257
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,distilbert,12,12,144,556.329,140.22420818367596
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,minilm,12,12,144,142.922,58.74963297855854
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_ev,roberta,12,12,144,717.516,186.47538947983082
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,albert,12,12,144,579.427,149.17750408765676
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,bart,12,12,144,498.181,140.1964786556959
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,bert,12,12,144,581.307,147.15982253101467
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,distilbert,12,12,144,574.093,143.04659255373474
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,minilm,12,12,144,142.607,58.67999984246492
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_ev,roberta,12,12,144,682.346,178.78964863820374
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,albert,12,12,144,567.708,146.969026520282
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,bart,12,12,144,571.513,163.28761514994505
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,bert,12,12,144,556.043,143.08413048128784
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,distilbert,12,12,144,586.209,147.62480311022694
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,minilm,12,12,144,143.678,59.09096510584652
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_ev,roberta,12,12,144,933.958,244.1268835714012
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,albert,12,12,144,498.654,128.06386237302422
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,bart,12,12,144,545.33,158.4902863762528
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,bert,12,12,144,531.058,136.66802263613044
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,distilbert,12,12,144,514.777,129.67860527685662
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,minilm,12,12,144,142.574,58.641001540213836
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_ev,roberta,12,12,144,687.092,180.51591598038374
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,albert,12,12,144,579.82,148.24832850106066
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,bart,12,12,144,552.613,157.8655171139278
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,bert,12,12,144,563.094,142.68212859654432
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,distilbert,12,12,144,576.501,142.50577009871972
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,minilm,12,12,144,139.584,57.356540031000975
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_ev,roberta,12,12,144,718.228,188.83074145193393
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,albert,12,12,144,552.608,144.6643257131725
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,bart,12,12,144,558.936,164.50824833406512
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,bert,12,12,144,513.264,132.48294796565176
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,distilbert,12,12,144,528.057,132.67523595501484
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,minilm,12,12,144,144.046,59.210824512787156
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_ev,roberta,12,12,144,592.593,155.7297290783673
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,albert,12,12,144,538.708,141.12095854374763
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,bart,12,12,144,577.581,170.32409379933404
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,bert,12,12,144,522.069,133.49303134517368
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,distilbert,12,12,144,529.368,133.2880521241874
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,minilm,12,12,144,140.006,57.339926390856505
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_ev,roberta,12,12,144,693.962,181.3746058872789
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,albert,12,12,144,534.563,138.84265957671406
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,bart,12,12,144,560.319,165.49553517425056
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,bert,12,12,144,535.55,136.66585379019375
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,distilbert,12,12,144,572.41,142.5655674243718
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,minilm,12,12,144,129.93,53.56977362681181
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_ev,roberta,12,12,144,637.906,169.16125956042106
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,albert,12,12,144,550.258,141.40966727080945
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,bart,12,12,144,582.827,176.92550614704192
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,bert,12,12,144,581.252,151.97874474492664
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,distilbert,12,12,144,607.673,154.06523964093253
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,minilm,12,12,144,167.821,71.25282511627674
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_ev,roberta,12,12,144,616.204,165.36648745098705
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,albert,12,12,144,529.718,136.02499155479666
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,bart,12,12,144,547.936,160.0264156826437
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,bert,12,12,144,517.132,133.03542911519105
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,distilbert,12,12,144,570.603,142.88307835336025
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,minilm,12,12,144,138.322,56.883205888167026
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_ev,roberta,12,12,144,725.237,191.36648557035994
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,albert,12,12,144,534.08,135.92443138912324
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,bart,12,12,144,545.619,159.91571284742656
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,bert,12,12,144,517.94,132.85638665832585
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,distilbert,12,12,144,553.018,138.94540849033
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,minilm,12,12,144,141.546,58.12707758127152
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_ev,roberta,12,12,144,598.921,158.03578975974028
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,albert,12,12,144,576.73,150.2268133699149
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,bart,12,12,144,532.029,156.23208149792254
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,bert,12,12,144,534.613,138.36798415529734
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,distilbert,12,12,144,575.079,144.52513138958807
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,minilm,12,12,144,140.771,57.925437823221074
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_ev,roberta,12,12,144,589.444,154.68970578150447
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,albert,12,12,144,574.396,147.19554819986593
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,bart,12,12,144,580.114,169.12566604273024
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,bert,12,12,144,538.546,136.6200399677307
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,distilbert,12,12,144,592.799,150.43229448178408
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,minilm,12,12,144,143.807,59.28879582878946
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_ev,roberta,12,12,144,709.878,185.77383897776906
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,albert,12,12,144,581.859,152.48778576852385
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,bart,12,12,144,551.229,161.4624699314088
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,bert,12,12,144,519.31,130.8938938504457
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,distilbert,12,12,144,540.971,135.55457507037
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,minilm,12,12,144,139.097,57.23477568936349
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_ev,roberta,12,12,144,616.554,162.6984040238857
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,albert,12,12,144,582.472,149.3123307367116
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,bart,12,12,144,590.199,178.78898792432244
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,bert,12,12,144,548.21,143.93747707366947
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,distilbert,12,12,144,588.473,149.80668360996242
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,minilm,12,12,144,163.81,69.5002575287968
si_si2,ChEMBL,Unionable,assays_horizontal_50_ec_ev,roberta,12,12,144,618.782,165.81880481202904
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,albert,12,12,144,579.073,149.83087685811518
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,bart,12,12,144,519.629,149.41821555913987
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,bert,12,12,144,521.48,132.0135108395666
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,distilbert,12,12,144,572.294,142.48205388361214
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,minilm,12,12,144,143.277,59.10641165193914
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac1_av,roberta,12,12,144,692.262,182.6403236239105
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,albert,12,12,144,531.622,136.29156050321455
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,bart,12,12,144,548.417,159.99680121113363
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,bert,12,12,144,538.255,137.22089218266308
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,distilbert,12,12,144,547.806,137.60152028328184
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,minilm,12,12,144,144.588,59.468744919180864
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac2_av,roberta,12,12,144,577.821,152.66634079208973
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,albert,12,12,144,569.878,148.1594415399917
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,bart,12,12,144,560.043,164.86440298187733
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,bert,12,12,144,543.901,141.2461689742505
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,distilbert,12,12,144,541.899,136.30775320881605
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,minilm,12,12,144,141.019,57.94029996605218
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac3_av,roberta,12,12,144,581.678,152.84591841201484
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,albert,12,12,144,524.197,136.78251867678762
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,bart,12,12,144,577.546,170.7526473215819
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,bert,12,12,144,571.628,146.6615847679526
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,distilbert,12,12,144,578.991,144.59517905077337
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,minilm,12,12,144,141.225,57.69739575674757
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac4_av,roberta,12,12,144,694.482,182.0395505197048
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,albert,12,12,144,583.966,152.53383035956324
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,bart,12,12,144,541.956,156.5478049681932
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,bert,12,12,144,564.417,143.2875731146038
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,distilbert,12,12,144,547.817,135.84424664099515
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,minilm,12,12,144,139.83,57.49937838401647
si_si2,ChEMBL,Unionable,assays_horizontal_0_ac5_av,roberta,12,12,144,679.035,178.97468434259292
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,albert,12,12,144,575.315,147.1137921228633
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,bart,12,12,144,569.682,173.13438445699217
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,bert,12,12,144,552.926,144.1078210612983
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,distilbert,12,12,144,615.011,156.17083826294538
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,minilm,12,12,144,168.014,71.29995703653992
si_si2,ChEMBL,Unionable,assays_horizontal_0_ec_av,roberta,12,12,144,579.159,155.7137391604632
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,albert,12,12,144,526.613,136.33784912723308
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,bart,12,12,144,542.434,157.89682140724358
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,bert,12,12,144,550.289,141.65188566887377
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,distilbert,12,12,144,521.658,130.76262763346736
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,minilm,12,12,144,141.378,58.19784069384633
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac1_av,roberta,12,12,144,686.588,180.35927994969484
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,albert,12,12,144,586.879,151.72038944791632
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,bart,12,12,144,520.473,151.93153830687697
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,bert,12,12,144,555.556,141.3870932498426
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,distilbert,12,12,144,534.63,131.25276108935475
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,minilm,12,12,144,140.323,57.59571095104516
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac2_av,roberta,12,12,144,630.058,168.19414263013005
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,albert,12,12,144,576.681,148.63146675950293
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,bart,12,12,144,521.657,151.45774493214492
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,bert,12,12,144,570.425,146.1506202017888
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,distilbert,12,12,144,573.581,144.01632562768089
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,minilm,12,12,144,142.515,58.49967047140001
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac3_av,roberta,12,12,144,642.561,170.2194554538131
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,albert,12,12,144,532.764,139.09776700244845
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,bart,12,12,144,555.151,164.813544529885
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,bert,12,12,144,559.019,143.60999012427033
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,distilbert,12,12,144,539.946,135.1059933728576
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,minilm,12,12,144,140.44,57.38747686944902
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac4_av,roberta,12,12,144,673.353,175.6726251355111
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,albert,12,12,144,531.949,138.15194231362636
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,bart,12,12,144,561.148,165.54812268908324
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,bert,12,12,144,533.139,136.21305470497907
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,distilbert,12,12,144,537.289,134.45351085731386
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,minilm,12,12,144,140.121,57.39479356138409
si_si2,ChEMBL,Unionable,assays_horizontal_100_ac5_av,roberta,12,12,144,649.132,172.0474943171888
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,albert,12,12,144,538.494,137.92872133390608
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,bart,12,12,144,602.81,181.79672592826182
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,bert,12,12,144,568.079,148.06101712779696
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,distilbert,12,12,144,588.838,150.0640328698903
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,minilm,12,12,144,166.991,70.84607161170246
si_si2,ChEMBL,Unionable,assays_horizontal_100_ec_av,roberta,12,12,144,605.727,162.47566151064632
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,albert,12,12,144,563.622,146.17303149265047
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,bart,12,12,144,524.069,152.3015736507773
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,bert,12,12,144,522.979,133.46888155275587
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,distilbert,12,12,144,535.169,132.47951434390245
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,minilm,12,12,144,138.378,57.37646214801072
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac1_av,roberta,12,12,144,684.709,179.62197799721355
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,albert,12,12,144,525.674,134.63018784241376
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,bart,12,12,144,555.839,162.7931180990637
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,bert,12,12,144,561.846,142.70976753635708
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,distilbert,12,12,144,525.061,130.60216668179635
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,minilm,12,12,144,143.275,58.92261148765684
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac2_av,roberta,12,12,144,578.59,153.45647718772295
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,albert,12,12,144,546.195,142.4903371200711
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,bart,12,12,144,543.279,159.6703393188268
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,bert,12,12,144,560.479,144.71636465349798
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,distilbert,12,12,144,567.808,142.56470601893216
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,minilm,12,12,144,142.212,58.55417904880642
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac3_av,roberta,12,12,144,589.442,154.91639942508937
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,albert,12,12,144,542.294,140.03540365282072
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,bart,12,12,144,561.25,166.6007036920637
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,bert,12,12,144,566.285,146.15793332256374
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,distilbert,12,12,144,558.783,140.5265924280435
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,minilm,12,12,144,139.98,57.391707151681175
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac4_av,roberta,12,12,144,674.328,176.39126153874395
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,albert,12,12,144,577.306,149.49059481373433
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,bart,12,12,144,523.588,151.07768818411228
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,bert,12,12,144,557.488,141.16991707134252
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,distilbert,12,12,144,560.092,138.94058534298836
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,minilm,12,12,144,135.021,55.62262716172634
si_si2,ChEMBL,Unionable,assays_horizontal_50_ac5_av,roberta,12,12,144,643.095,169.60293618522587
