embedding_model,classifier,repeat,seed,dataset,Category,Relation,precision,recall,f1,nb_test,nb_0,nb_1,scenario
albert,RandomForest,1,42,amazon_google_exp,ChEMBL,Joinable,1.0,1.0,1.0,96,72,24,si_si
albert,RandomForest,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,RandomForest,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
albert,RandomForest,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,1.0,0.6666666666666666,0.8,1260,1224,36,si_si
albert,RandomForest,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,RandomForest,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,RandomForest,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,RandomForest,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,RandomForest,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,RandomForest,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
albert,RandomForest,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,RandomForest,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
albert,RandomForest,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,8664,8514,150,si_si
albert,RandomForest,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,RandomForest,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,RandomForest,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,1.0,0.72,0.8372093023255814,8664,8514,150,si_si
albert,RandomForest,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
albert,RandomForest,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,1.0,0.9333333333333332,0.9655172413793104,6534,6444,90,si_si
albert,RandomForest,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,0.0,0.0,0.0,792,786,6,si_si
albert,RandomForest,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,0.0,0.0,0.0,1176,1140,36,si_si
albert,RandomForest,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,1.0,0.4545454545454545,0.625,1632,1566,66,si_si
albert,RandomForest,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,1.0,0.0909090909090909,0.1666666666666666,1632,1566,66,si_si
albert,RandomForest,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,1.0,0.4666666666666667,0.6363636363636364,2052,1962,90,si_si
albert,RandomForest,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,1.0,0.0666666666666666,0.125,2052,1962,90,si_si
albert,RandomForest,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,1176,1140,36,si_si
albert,RandomForest,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,1.0,0.9090909090909092,0.9523809523809524,2904,2772,132,si_si
albert,RandomForest,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,0.0,0.0,0.0,2904,2772,132,si_si
albert,RandomForest,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,1.0,0.7272727272727273,0.8421052631578947,1632,1566,66,si_si
albert,LogisticRegression,1,42,amazon_google_exp,ChEMBL,Joinable,0.4,1.0,0.5714285714285714,96,72,24,si_si
albert,LogisticRegression,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,0.1463414634146341,1.0,0.2553191489361702,1260,1224,36,si_si
albert,LogisticRegression,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,0.0526315789473684,1.0,0.1,864,858,6,si_si
albert,LogisticRegression,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,0.2,1.0,0.3333333333333333,1260,1224,36,si_si
albert,LogisticRegression,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,0.2142857142857142,1.0,0.3529411764705882,1260,1224,36,si_si
albert,LogisticRegression,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,0.2352941176470588,1.0,0.3809523809523809,2280,2184,96,si_si
albert,LogisticRegression,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,0.3150684931506849,1.0,0.4791666666666667,3174,3036,138,si_si
albert,LogisticRegression,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,0.2277227722772277,1.0,0.3709677419354839,3174,3036,138,si_si
albert,LogisticRegression,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,0.1304347826086956,1.0,0.2307692307692307,1260,1224,36,si_si
albert,LogisticRegression,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,0.2,1.0,0.3333333333333333,1734,1668,66,si_si
albert,LogisticRegression,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,0.2909090909090909,1.0,0.4507042253521127,2280,2184,96,si_si
albert,LogisticRegression,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,0.3658536585365853,1.0,0.5357142857142857,6534,6444,90,si_si
albert,LogisticRegression,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,0.373134328358209,1.0,0.5434782608695652,8664,8514,150,si_si
albert,LogisticRegression,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,0.1,1.0,0.1818181818181818,4056,4050,6,si_si
albert,LogisticRegression,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,0.0714285714285714,1.0,0.1333333333333333,4056,4050,6,si_si
albert,LogisticRegression,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,0.3492063492063492,0.88,0.5,8664,8514,150,si_si
albert,LogisticRegression,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,0.4146341463414634,1.0,0.5862068965517241,15606,15300,306,si_si
albert,LogisticRegression,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,0.2941176470588235,1.0,0.4545454545454545,6534,6444,90,si_si
albert,LogisticRegression,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,0.0666666666666666,1.0,0.125,792,786,6,si_si
albert,LogisticRegression,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,0.375,0.5,0.4285714285714285,1176,1140,36,si_si
albert,LogisticRegression,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,0.2444444444444444,1.0,0.3928571428571428,1632,1566,66,si_si
albert,LogisticRegression,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,0.5263157894736842,0.9090909090909092,0.6666666666666666,1632,1566,66,si_si
albert,LogisticRegression,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,0.2419354838709677,1.0,0.3896103896103896,2052,1962,90,si_si
albert,LogisticRegression,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,0.5,0.8666666666666667,0.6341463414634146,2052,1962,90,si_si
albert,LogisticRegression,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,0.24,1.0,0.3870967741935484,1176,1140,36,si_si
albert,LogisticRegression,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,0.2658227848101265,0.9545454545454546,0.4158415841584158,2904,2772,132,si_si
albert,LogisticRegression,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,0.7142857142857143,0.6818181818181818,0.6976744186046512,2904,2772,132,si_si
albert,LogisticRegression,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,0.6428571428571429,0.8181818181818182,0.72,1632,1566,66,si_si
albert,KNN,1,42,amazon_google_exp,ChEMBL,Joinable,1.0,1.0,1.0,96,72,24,si_si
albert,KNN,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,KNN,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
albert,KNN,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,1.0,0.6666666666666666,0.8,1260,1224,36,si_si
albert,KNN,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,0.6,1.0,0.75,1260,1224,36,si_si
albert,KNN,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,KNN,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,0.8518518518518519,1.0,0.92,3174,3036,138,si_si
albert,KNN,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,KNN,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,KNN,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
albert,KNN,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,0.7272727272727273,1.0,0.8421052631578947,2280,2184,96,si_si
albert,KNN,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,0.9375,1.0,0.967741935483871,6534,6444,90,si_si
albert,KNN,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,8664,8514,150,si_si
albert,KNN,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,KNN,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,KNN,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,0.9545454545454546,0.84,0.8936170212765957,8664,8514,150,si_si
albert,KNN,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
albert,KNN,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,0.8823529411764706,1.0,0.9375,6534,6444,90,si_si
albert,KNN,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,0.0,0.0,0.0,792,786,6,si_si
albert,KNN,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,0.0,0.0,0.0,1176,1140,36,si_si
albert,KNN,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,0.875,0.6363636363636364,0.7368421052631579,1632,1566,66,si_si
albert,KNN,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,0.6666666666666666,0.1818181818181818,0.2857142857142857,1632,1566,66,si_si
albert,KNN,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,0.5555555555555556,0.3333333333333333,0.4166666666666667,2052,1962,90,si_si
albert,KNN,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,0.8333333333333334,0.3333333333333333,0.4761904761904761,2052,1962,90,si_si
albert,KNN,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,1176,1140,36,si_si
albert,KNN,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,1.0,0.6818181818181818,0.8108108108108109,2904,2772,132,si_si
albert,KNN,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,0.4285714285714285,0.1363636363636363,0.2068965517241379,2904,2772,132,si_si
albert,KNN,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,0.8571428571428571,0.5454545454545454,0.6666666666666666,1632,1566,66,si_si
albert,MLP,1,42,amazon_google_exp,ChEMBL,Joinable,1.0,1.0,1.0,96,72,24,si_si
albert,MLP,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,MLP,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
albert,MLP,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,MLP,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,MLP,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,MLP,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,MLP,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,MLP,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,MLP,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
albert,MLP,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,MLP,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
albert,MLP,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,1.0,0.96,0.979591836734694,8664,8514,150,si_si
albert,MLP,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,MLP,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,MLP,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,0.8181818181818182,0.72,0.7659574468085106,8664,8514,150,si_si
albert,MLP,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
albert,MLP,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,0.9333333333333332,0.9333333333333332,0.9333333333333332,6534,6444,90,si_si
albert,MLP,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,792,786,6,si_si
albert,MLP,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,1.0,0.3333333333333333,0.5,1176,1140,36,si_si
albert,MLP,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,1.0,0.7272727272727273,0.8421052631578947,1632,1566,66,si_si
albert,MLP,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,0.8,0.3636363636363636,0.5,1632,1566,66,si_si
albert,MLP,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,0.7692307692307693,0.6666666666666666,0.7142857142857143,2052,1962,90,si_si
albert,MLP,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,0.8571428571428571,0.4,0.5454545454545454,2052,1962,90,si_si
albert,MLP,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,0.8571428571428571,1.0,0.9230769230769232,1176,1140,36,si_si
albert,MLP,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,0.8636363636363636,0.8636363636363636,0.8636363636363636,2904,2772,132,si_si
albert,MLP,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,0.8888888888888888,0.3636363636363636,0.5161290322580645,2904,2772,132,si_si
albert,MLP,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,1.0,0.3636363636363636,0.5333333333333333,1632,1566,66,si_si
albert,CatBoost,1,42,amazon_google_exp,ChEMBL,Joinable,1.0,1.0,1.0,96,72,24,si_si
albert,CatBoost,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,CatBoost,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
albert,CatBoost,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,CatBoost,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,CatBoost,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,CatBoost,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,CatBoost,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,CatBoost,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,CatBoost,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
albert,CatBoost,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,CatBoost,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
albert,CatBoost,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,8664,8514,150,si_si
albert,CatBoost,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,CatBoost,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,CatBoost,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,0.8275862068965517,0.96,0.8888888888888888,8664,8514,150,si_si
albert,CatBoost,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
albert,CatBoost,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,0.8823529411764706,1.0,0.9375,6534,6444,90,si_si
albert,CatBoost,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,792,786,6,si_si
albert,CatBoost,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,1.0,0.5,0.6666666666666666,1176,1140,36,si_si
albert,CatBoost,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,0.9090909090909092,0.9090909090909092,0.9090909090909092,1632,1566,66,si_si
albert,CatBoost,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,0.9,0.8181818181818182,0.8571428571428571,1632,1566,66,si_si
albert,CatBoost,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,0.7,0.9333333333333332,0.8,2052,1962,90,si_si
albert,CatBoost,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,0.9285714285714286,0.8666666666666667,0.896551724137931,2052,1962,90,si_si
albert,CatBoost,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,0.8571428571428571,1.0,0.9230769230769232,1176,1140,36,si_si
albert,CatBoost,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,0.9166666666666666,1.0,0.9565217391304348,2904,2772,132,si_si
albert,CatBoost,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,1.0,0.8181818181818182,0.9,2904,2772,132,si_si
albert,CatBoost,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,1.0,1.0,1.0,1632,1566,66,si_si
albert,XGBoost,1,42,amazon_google_exp,ChEMBL,Joinable,1.0,1.0,1.0,96,72,24,si_si
albert,XGBoost,1,42,assays_both_0_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,XGBoost,1,42,assays_both_50_1_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
albert,XGBoost,1,42,assays_both_50_30_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,XGBoost,1,42,assays_both_50_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,XGBoost,1,42,assays_both_50_70_ac3_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,XGBoost,1,42,assays_horizontal_0_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,XGBoost,1,42,assays_horizontal_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
albert,XGBoost,1,42,assays_vertical_30_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
albert,XGBoost,1,42,assays_vertical_50_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
albert,XGBoost,1,42,assays_vertical_70_ec_ev,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
albert,XGBoost,1,42,miller2_both_0_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
albert,XGBoost,1,42,miller2_both_0_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,8664,8514,150,si_si
albert,XGBoost,1,42,miller2_both_50_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,XGBoost,1,42,miller2_both_50_1_ac4_av,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
albert,XGBoost,1,42,miller2_both_50_50_ac4_av,ChEMBL,Joinable,1.0,0.92,0.9583333333333334,8664,8514,150,si_si
albert,XGBoost,1,42,miller2_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
albert,XGBoost,1,42,miller2_vertical_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
albert,XGBoost,1,42,prospect_both_0_1_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,792,786,6,si_si
albert,XGBoost,1,42,prospect_both_0_30_ac5_av,ChEMBL,Joinable,1.0,0.5,0.6666666666666666,1176,1140,36,si_si
albert,XGBoost,1,42,prospect_both_0_50_ac2_av,ChEMBL,Joinable,0.9,0.8181818181818182,0.8571428571428571,1632,1566,66,si_si
albert,XGBoost,1,42,prospect_both_0_50_ac5_av,ChEMBL,Joinable,0.8571428571428571,0.5454545454545454,0.6666666666666666,1632,1566,66,si_si
albert,XGBoost,1,42,prospect_both_0_70_ac2_av,ChEMBL,Joinable,0.8461538461538461,0.7333333333333333,0.7857142857142857,2052,1962,90,si_si
albert,XGBoost,1,42,prospect_both_0_70_ac5_av,ChEMBL,Joinable,0.9285714285714286,0.8666666666666667,0.896551724137931,2052,1962,90,si_si
albert,XGBoost,1,42,prospect_both_50_30_ac2_av,ChEMBL,Joinable,1.0,1.0,1.0,1176,1140,36,si_si
albert,XGBoost,1,42,prospect_horizontal_0_ac2_av,ChEMBL,Joinable,0.9523809523809524,0.9090909090909092,0.9302325581395348,2904,2772,132,si_si
albert,XGBoost,1,42,prospect_horizontal_50_ac5_av,ChEMBL,Joinable,1.0,0.7727272727272727,0.8717948717948718,2904,2772,132,si_si
albert,XGBoost,1,42,prospect_vertical_50_ac5_av,ChEMBL,Joinable,1.0,1.0,1.0,1632,1566,66,si_si
bart,RandomForest,1,42,assays_both_0_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
bart,RandomForest,1,42,assays_both_0_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
bart,RandomForest,1,42,assays_both_50_30_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,1260,1224,36,si_si
bart,RandomForest,1,42,assays_both_50_30_ac4_av,ChEMBL,Joinable,1.0,0.8333333333333334,0.9090909090909092,1260,1224,36,si_si
bart,RandomForest,1,42,assays_both_50_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
bart,RandomForest,1,42,assays_both_50_70_ac4_av,ChEMBL,Joinable,0.8571428571428571,0.75,0.8,2280,2184,96,si_si
bart,RandomForest,1,42,assays_horizontal_100_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,3174,3036,138,si_si
bart,RandomForest,1,42,assays_vertical_1_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,864,858,6,si_si
bart,RandomForest,1,42,assays_vertical_50_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,1734,1668,66,si_si
bart,RandomForest,1,42,assays_vertical_70_ac1_av,ChEMBL,Joinable,1.0,1.0,1.0,2280,2184,96,si_si
bart,RandomForest,1,42,beeradvo_ratebeer,ChEMBL,Joinable,1.0,0.6,0.75,150,120,30,si_si
bart,RandomForest,1,42,miller2_both_0_30_ac1_ev,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
bart,RandomForest,1,42,miller2_both_0_50_ac1_ev,ChEMBL,Joinable,1.0,1.0,1.0,8664,8514,150,si_si
bart,RandomForest,1,42,miller2_both_50_1_ac1_ev,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
bart,RandomForest,1,42,miller2_both_50_1_ac4_ev,ChEMBL,Joinable,1.0,1.0,1.0,4056,4050,6,si_si
bart,RandomForest,1,42,miller2_both_50_50_ac4_ev,ChEMBL,Joinable,0.9411764705882352,0.64,0.7619047619047619,8664,8514,150,si_si
bart,RandomForest,1,42,miller2_horizontal_100_ac1_ev,ChEMBL,Joinable,1.0,1.0,1.0,15606,15300,306,si_si
bart,RandomForest,1,42,miller2_vertical_30_ac1_ev,ChEMBL,Joinable,1.0,1.0,1.0,6534,6444,90,si_si
bart,RandomForest,1,42,prospect_both_0_1_ac2_ev,ChEMBL,Joinable,0.0,0.0,0.0,792,786,6,si_si
bart,RandomForest,1,42,prospect_both_0_30_ac5_ev,ChEMBL,Joinable,0.0,0.0,0.0,1176,1140,36,si_si
bart,RandomForest,1,42,prospect_both_0_50_ac2_ev,ChEMBL,Joinable,1.0,0.2727272727272727,0.4285714285714285,1632,1566,66,si_si
bart,RandomForest,1,42,prospect_both_0_50_ac5_ev,ChEMBL,Joinable,1.0,0.1818181818181818,0.3076923076923077,1632,1566,66,si_si
bart,RandomForest,1,42,prospect_both_0_70_ac2_ev,ChEMBL,Joinable,1.0,0.2,0.3333333333333333,2052,1962,90,si_si
bart,RandomForest,1,42,prospect_both_0_70_ac5_ev,ChEMBL,Joinable,1.0,0.0666666666666666,0.125,2052,1962,90,si_si
bart,RandomForest,1,42,prospect_both_50_30_ac2_ev,ChEMBL,Joinable,1.0,0.6666666666666666,0.8,1176,1140,36,si_si
bart,RandomForest,1,42,prospect_horizontal_0_ac2_ev,ChEMBL,Joinable,1.0,0.3181818181818182,0.4827586206896552,2904,2772,132,si_si
bart,RandomForest,1,42,prospect_horizontal_50_ac5_ev,ChEMBL,Joinable,0.0,0.0,0.0,2904,2772,132,si_si
bart,RandomForest,1,42,prospect_vertical_50_ac5_ev,ChEMBL,Joinable,1.0,0.0909090909090909,0.1666666666666666,1632,1566,66,si_si
bart,LogisticRegression,1,42,assays_both_0_1_ac1_av,ChEMBL,Joinable,0.1111111111111111,1.0,0.2,864,858,6,si_si
bart,LogisticRegression,1,42,assays_both_0_50_ac1_av,ChEMBL,Joinable,0.3055555555555556,1.0,0.4680851063829787,1734,1668,66,si_si
bart,LogisticRegression,1,42,assays_both_50_30_ac1_av,ChEMBL,Joinable,0.2307692307692307,1.0,0.375,1260,1224,36,si_si
bart,LogisticRegression,1,42,assays_both_50_30_ac4_av,ChEMBL,Joinable,0.1428571428571428,1.0,0.25,1260,1224,36,si_si
bart,LogisticRegression,1,42,assays_both_50_50_ac1_av,ChEMBL,Joinable,0.3142857142857143,1.0,0.4782608695652174,1734,1668,66,si_si
bart,LogisticRegression,1,42,assays_both_50_70_ac4_av,ChEMBL,Joinable,0.1327433628318584,0.9375,0.2325581395348837,2280,2184,96,si_si
bart,LogisticRegression,1,42,assays_horizontal_100_ac1_av,ChEMBL,Joinable,0.3150684931506849,1.0,0.4791666666666667,3174,3036,138,si_si
